,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
4903,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2015-11-09,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,Cycle Inspection / Re-inspection,135 westchester sq,10461,3.5,$,tradamerican
4904,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2016-07-05,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,Cycle Inspection / Initial Inspection,135 westchester sq,10461,3.5,$,tradamerican
4905,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2017-07-31,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21.0,Cycle Inspection / Initial Inspection,135 westchester sq,10461,3.5,$,tradamerican
4906,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2017-10-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Re-inspection,135 westchester sq,10461,3.5,$,tradamerican
4907,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2018-04-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25.0,Cycle Inspection / Initial Inspection,135 westchester sq,10461,3.5,$,tradamerican
4908,50012832,national diner,bronx,135,westchester sq,10461,7188241126,American,2018-06-15,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,Cycle Inspection / Re-inspection,135 westchester sq,10461,3.5,$,tradamerican
4909,50012834,crimson and rye,manhattan,198,e 54th st,10022,2126876692,American,2016-04-22,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,Cycle Inspection / Initial Inspection,198 e 54 st,10022,3.5,$$,cocktailbars
4910,50012834,crimson and rye,manhattan,198,e 54th st,10022,2126876692,American,2017-08-10,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,Cycle Inspection / Initial Inspection,198 e 54 st,10022,3.5,$$,cocktailbars
4911,50012834,crimson and rye,manhattan,198,e 54th st,10022,2126876692,American,2018-10-29,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,Cycle Inspection / Initial Inspection,198 e 54 st,10022,3.5,$$,cocktailbars
4912,50012840,mr. wonton,queens,7805,jamaica ave,11421,7182963800,Chinese,2015-12-12,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,16.0,Cycle Inspection / Initial Inspection,7805 jamaica ave,11421,4.0,$,chinese
4913,50012840,mr. wonton,queens,7805,jamaica ave,11421,7182963800,Chinese,2016-01-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5.0,Cycle Inspection / Re-inspection,7805 jamaica ave,11421,4.0,$,chinese
4914,50012840,mr. wonton,queens,7805,jamaica ave,11421,7182963800,Chinese,2016-06-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,Cycle Inspection / Initial Inspection,7805 jamaica ave,11421,4.0,$,chinese
4915,50012840,mr. wonton,queens,7805,jamaica ave,11421,7182963800,Chinese,2017-08-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,Cycle Inspection / Initial Inspection,7805 jamaica ave,11421,4.0,$,chinese
4916,50012840,mr. wonton,queens,7805,jamaica ave,11421,7182963800,Chinese,2018-08-08,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Initial Inspection,7805 jamaica ave,11421,4.0,$,chinese
4917,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2016-04-05,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22.0,Cycle Inspection / Initial Inspection,5784 mosholu ave,10471,4.0,$$,pizza
4918,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2016-06-28,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10.0,Cycle Inspection / Re-inspection,5784 mosholu ave,10471,4.0,$$,pizza
4919,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2017-01-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,17.0,Cycle Inspection / Initial Inspection,5784 mosholu ave,10471,4.0,$$,pizza
4920,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2017-02-22,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12.0,Cycle Inspection / Re-inspection,5784 mosholu ave,10471,4.0,$$,pizza
4921,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2017-11-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24.0,Cycle Inspection / Initial Inspection,5784 mosholu ave,10471,4.0,$$,pizza
4922,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2018-02-14,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10.0,Cycle Inspection / Re-inspection,5784 mosholu ave,10471,4.0,$$,pizza
4923,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2018-06-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26.0,Cycle Inspection / Initial Inspection,5784 mosholu ave,10471,4.0,$$,pizza
4924,50013172,riverdale pie guys,bronx,5784,mosholu avenue,10471,7187086128,Pizza,2018-07-17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13.0,Cycle Inspection / Re-inspection,5784 mosholu ave,10471,4.0,$$,pizza
4925,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2016-05-04,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7.0,Cycle Inspection / Initial Inspection,200 baychester ave,10475,3.5,$,desserts
4926,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2017-07-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33.0,Cycle Inspection / Initial Inspection,200 baychester ave,10475,3.5,$,desserts
4927,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2017-10-10,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,7.0,Cycle Inspection / Re-inspection,200 baychester ave,10475,3.5,$,desserts
4928,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2018-04-25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23.0,Cycle Inspection / Initial Inspection,200 baychester ave,10475,3.5,$,desserts
4929,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2018-06-28,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,Cycle Inspection / Re-inspection,200 baychester ave,10475,3.5,$,desserts
4930,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2018-11-05,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,49.0,Cycle Inspection / Initial Inspection,200 baychester ave,10475,3.5,$,desserts
4931,50013333,cinnabon,bronx,200,baychester ave,10475,7183202581,Bakery,2018-11-27,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,Cycle Inspection / Re-inspection,200 baychester ave,10475,3.5,$,desserts
4932,50013473,red lobster,bronx,2090,bartow ave,10475,7186714223,Seafood,2016-05-04,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.,Critical,17.0,Cycle Inspection / Initial Inspection,2090 bartow ave,10475,2.5,$$,seafood
4933,50013473,red lobster,bronx,2090,bartow ave,10475,7186714223,Seafood,2016-06-24,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13.0,Cycle Inspection / Re-inspection,2090 bartow ave,10475,2.5,$$,seafood
4934,50013473,red lobster,bronx,2090,bartow ave,10475,7186714223,Seafood,2016-12-12,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11.0,Cycle Inspection / Initial Inspection,2090 bartow ave,10475,2.5,$$,seafood
4935,50013473,red lobster,bronx,2090,bartow ave,10475,7186714223,Seafood,2018-02-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,Cycle Inspection / Initial Inspection,2090 bartow ave,10475,2.5,$$,seafood
4936,50013473,red lobster,bronx,2090,bartow ave,10475,7186714223,Seafood,2018-06-28,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,Cycle Inspection / Re-inspection,2090 bartow ave,10475,2.5,$$,seafood
4937,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2016-01-26,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,10.0,Cycle Inspection / Initial Inspection,2339 astoria blvd,11102,3.0,$,newamerican
4938,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2016-02-09,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,17.0,Cycle Inspection / Re-inspection,2339 astoria blvd,11102,3.0,$,newamerican
4939,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2016-08-01,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,Cycle Inspection / Initial Inspection,2339 astoria blvd,11102,3.0,$,newamerican
4940,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2016-08-22,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,3.0,Cycle Inspection / Re-inspection,2339 astoria blvd,11102,3.0,$,newamerican
4941,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2017-09-01,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,16.0,Cycle Inspection / Initial Inspection,2339 astoria blvd,11102,3.0,$,newamerican
4942,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2017-11-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,2339 astoria blvd,11102,3.0,$,newamerican
4943,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2018-04-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,24.0,Cycle Inspection / Initial Inspection,2339 astoria blvd,11102,3.0,$,newamerican
4944,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2018-05-24,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,26.0,Cycle Inspection / Re-inspection,2339 astoria blvd,11102,3.0,$,newamerican
4945,50013567,andy's cafe,queens,2339,astoria blvd,11102,7186068745,Pizza,2018-10-18,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,Cycle Inspection / Initial Inspection,2339 astoria blvd,11102,3.0,$,newamerican
4946,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2016-02-17,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,38.0,Cycle Inspection / Initial Inspection,980 morris park ave,10462,3.0,$$,italian
4947,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2016-02-19,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,Cycle Inspection / Reopening Inspection,980 morris park ave,10462,3.0,$$,italian
4948,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2016-03-05,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Re-inspection,980 morris park ave,10462,3.0,$$,italian
4949,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2016-10-05,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15.0,Cycle Inspection / Initial Inspection,980 morris park ave,10462,3.0,$$,italian
4950,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2016-12-05,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,20.0,Cycle Inspection / Re-inspection,980 morris park ave,10462,3.0,$$,italian
4951,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2017-05-15,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Initial Inspection,980 morris park ave,10462,3.0,$$,italian
4952,50013618,patsy's pizzeria,bronx,980,morris park ave,10462,7186762527,Pizza/Italian,2018-05-16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,980 morris park ave,10462,3.0,$$,italian
4953,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2016-01-09,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,16.0,Cycle Inspection / Initial Inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4954,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2016-01-26,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,13.0,Cycle Inspection / Re-inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4955,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2016-12-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Initial Inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4956,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2018-02-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20.0,Cycle Inspection / Initial Inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4957,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2018-04-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4958,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2018-09-26,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,20.0,Cycle Inspection / Initial Inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4959,50013673,thanya thai cuisine,queens,3347,francis lewis blvd,11358,7183210506,Thai,2018-10-19,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,Cycle Inspection / Re-inspection,3347 francis lewis blvd,11358,3.5,$$,thai
4960,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2015-09-01,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,Cycle Inspection / Initial Inspection,261 w 125 st,10027,2.5,$$,seafood
4961,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2016-09-14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19.0,Cycle Inspection / Initial Inspection,261 w 125 st,10027,2.5,$$,seafood
4962,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2016-09-28,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,Cycle Inspection / Re-inspection,261 w 125 st,10027,2.5,$$,seafood
4963,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2017-07-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33.0,Cycle Inspection / Initial Inspection,261 w 125 st,10027,2.5,$$,seafood
4964,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2017-10-30,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32.0,Cycle Inspection / Re-inspection,261 w 125 st,10027,2.5,$$,seafood
4965,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2018-03-26,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23.0,Cycle Inspection / Initial Inspection,261 w 125 st,10027,2.5,$$,seafood
4966,50014069,red lobster,manhattan,261,w 125th st,10027,2122801930,Seafood,2018-06-12,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10.0,Cycle Inspection / Re-inspection,261 w 125 st,10027,2.5,$$,seafood
4967,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2015-10-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,27.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4968,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2015-10-21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,27.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4969,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2015-12-03,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4970,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2015-12-03,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4971,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2016-07-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4972,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2016-07-13,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4973,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2016-08-04,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4974,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2016-08-04,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4975,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-05-17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4976,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-05-17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,18.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4977,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-06-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4978,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-06-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4979,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-12-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,27.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4980,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2017-12-19,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,27.0,Cycle Inspection / Initial Inspection,147 montague st,11201,3.5,$,vietnamese
4981,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2018-01-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4982,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2018-01-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4983,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2018-08-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4984,50014149,hanco's,brooklyn,147,montague st,11201,3475295054,Vietnamese/Cambodian/Malaysia,2018-08-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,Cycle Inspection / Re-inspection,147 montague st,11201,3.5,$,vietnamese
4985,50014166,sohna punjab indian restaurant,queens,248-03,union tpke,11426,7184709400,Indian,2015-05-05,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,Cycle Inspection / Initial Inspection,24803 union tpke,11426,3.0,$$,indpak
4986,50014166,sohna punjab indian restaurant,queens,248-03,union tpke,11426,7184709400,Indian,2015-05-30,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,14.0,Cycle Inspection / Re-inspection,24803 union tpke,11426,3.0,$$,indpak
4987,50014166,sohna punjab indian restaurant,queens,248-03,union tpke,11426,7184709400,Indian,2015-10-05,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11.0,Cycle Inspection / Initial Inspection,24803 union tpke,11426,3.0,$$,indpak
4988,50014166,sohna punjab indian restaurant,queens,248-03,union tpke,11426,7184709400,Indian,2016-12-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,Cycle Inspection / Initial Inspection,24803 union tpke,11426,3.0,$$,indpak
4989,50014166,sohna punjab indian restaurant,queens,248-03,union tpke,11426,7184709400,Indian,2018-02-07,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9.0,Cycle Inspection / Initial Inspection,24803 union tpke,11426,3.0,$$,indpak
4990,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2015-10-13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28.0,Cycle Inspection / Initial Inspection,980 morris ave,10456,4.5,$$,indpak
4991,50014239,hungry bird,bronx,980,morris ave,10456,9178014900,Indian,2015-11-04,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,Cycle Inspection / Re-inspection,980 morris ave,10456,4.5,$$,indpak
